id,text,aspect,sentiment
3134,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive
3134,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",people with carts of food,negative
700,"For the price, you cannot eat this well in Manhattan.",price,positive
3688,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bar,positive
3688,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",tables,negative
3688,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",waiter,neutral
3688,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bartender,neutral
3688,"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",atmosphere,positive
2648,The food is tasty and portion sizes are appropriate.,food,positive
2648,The food is tasty and portion sizes are appropriate.,portion sizes,positive
2163,Our first time in New York and we had to try a New York Bagel.,New York Bagel,neutral
255,My chow fun and chow see was really bland and oily.,chow fun and chow see,negative
3278,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food,negative
3278,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",portioins,negative
1727,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",music,positive
1727,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,positive
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",staff,positive
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",bar,neutral
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",drinks,neutral
2455,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,neutral
1617,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",dishes,positive
1617,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,neutral
2616,I have never had cheescake like this.,cheescake,positive
2220,I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,front doors,neutral
2284,The food is okay and the prices here are mediocre.,food,neutral
2284,The food is okay and the prices here are mediocre.,prices,neutral
3282,The grilled cheese at home afterwards was better.!!,grilled cheese,positive
3206,Its a go-to for dates as well as entertaining out of town guests.,entertaining,positive
1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,steak,positive
1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,butter,negative
1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,neutral
1970,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,meat,positive
1232,big and soft as well as good lunch food.,lunch food,positive
181,"The food here is rather good, but only if you like to wait for it.",food,positive
2026,"Butter was melted, white wine warm, cheese oozing everywhere.",Butter,negative
2026,"Butter was melted, white wine warm, cheese oozing everywhere.",white wine,negative
2026,"Butter was melted, white wine warm, cheese oozing everywhere.",cheese,negative
2529,"As for the bar, this is another bad idea.",bar,negative
490,If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,deli,positive
2892,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",staff,positive
899,Food and service was okay.,Food,neutral
899,Food and service was okay.,service,neutral
2655,They couldn't even make a salad that was appealing.,salad,negative
2364,"Cute place, nice wait staff but would never go there again.",wait staff,positive
2364,"Cute place, nice wait staff but would never go there again.",place,positive
2537,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,negative
